	gene	1	2	3	4	5	6	7	average.FC
K09C4.2	K09C4.2	0.29	0.02625	0.64	0.345	0.47	0.14	0.18	0.29875
hsp-2	hsp-2	-0.29	0.04	-0.1	0.06	-0.35	0.03	-0.71	-0.188571429
K09C4.4	K09C4.4	1.735	1.736666667	2.44	1.934	1.7	2.11	1.85	1.929380952
K09C4.5	K09C4.5	1.69	2.44	1.33	1.2	1.21	1.4	1.03	1.471428571
K09C4.6	K09C4.6	-0.028	0.15	0.12	0.34	-0.17	-0.12	0.21	0.071714286
K09C4.7	K09C4.7	0.257142857	0.23	0.32	0.41	0.15	0.4	0.14	0.27244898
sul-1	sul-1	0.124285714	0.03	-0.17	-0.06	0.21	0.53	-0.08	0.083469388
K09C4.9	K09C4.9	0.73	0.0875	0.39	0.46	-0.25	-0.12	0.09	0.198214286
K09C6.1	K09C6.1	-0.05	0.12	-0.16	-0.02	0.46	1.51	0.23	0.298571429
K09C6.10	K09C6.10	0.023271805	0.010004527	0.014366823	0.010039133	0.05	-0.37	0.022240009	-0.034296815
K09C6.2	K09C6.2	0.29	-0.19	0.33	0.13	0.18	-0.05	-0.36	0.047142857
srbc-12	srbc-12	-0.26	0.010004527	0.014366823	0.010039133	0.039373646	-0.61	0.022240009	-0.11056798
K09C6.6	K09C6.6	-0.014	0.24	0.3	0.212	-0.1	-0.07	0.01	0.082571429
K09C6.7	K09C6.7	0.023271805	0.010004527	0.014366823	0.36	0.05	0.87	0.022240009	0.192840452
K09C6.8	K09C6.8	0.023271805	0.010004527	0.014366823	0.09	0.07	0.009050309	0.022240009	0.034133353
K09C6.9	K09C6.9	0.42	0.02	1.82	1.92	0.19	-0.15	0.82	0.72
pbo-4	pbo-4	-0.44	-0.26	0.07	0.13	0.08	0.05	-0.11	-0.068571429
K09C8.2	K09C8.2	-0.2	0.025714286	0.55	-0.13	-0.15	0.5	0.52	0.159387755
nas-10	nas-10	1.075714286	0.23	1.09	1.27	1.86	2.32	2.04	1.412244898
lge-1	lge-1	0.25	-0.05	0.26	0.12	-0.08	-0.32	-0.16	0.002857143
pxn-2	pxn-2	-0.42	0.24	-0.32	-0.4	-0.48	-0.14	-0.19	-0.244285714
nlp-19	nlp-19	0.29	0.21	0.94	0.88	0.56	-0.34	0.34	0.411428571
K09C8.7	K09C8.7	-0.0875	0.14	-0.48	-0.2	-0.12	-0.27	-0.18	-0.171071429
K09C8.8	K09C8.8	-0.4625	0.093333333	-0.51	-0.74	-0.06	-0.56	-0.72	-0.422738095
K09D9.1	K09D9.1	0.1	1.91	0.27	0.17	0.91	0.46	0.43	0.607142857
srx-62	srx-62	0.023271805	0.010004527	0.014366823	0.010039133	-0.21	0.009050309	0.022240009	-0.017289628
K09D9.11	K09D9.11	0.023271805	0.010004527	0.014366823	0.010039133	-0.35	0.11	0.48	0.042526041
K09D9.12	K09D9.12	0.023271805	0.010004527	0.014366823	0.010039133	-0.3	-0.81	0.022240009	-0.147153958
srw-89	srw-89	0.023271805	0.010004527	-0.48	0.010039133	0.05	-0.77	0.022240009	-0.162063504
cyp-35A3	cyp-35A3	-3.65	-3.02	-3.22	-3.38	-2.33	-3.11	-2.55	-3.037142857
srh-6	srh-6	0.308888889	0.45	0.28	0.35	-0.3	0.08	0.193	0.194555556
str-42	str-42	-0.54	0.26	-0.36	-0.47	-0.33	-0.37	0.11	-0.242857143
srh-4	srh-4	0.023271805	0.010004527	0.014366823	0.010039133	0.31	-0.51	0.022240009	-0.017153958
oac-57	oac-57	-0.3	0.18	-0.05	0.2	0.82	0.27	0.72	0.262857143
oac-58	oac-58	-0.68	0.04	-0.45	-0.76	0.34	-0.16	0.18	-0.212857143
K09E2.1	K09E2.1	0.02	-0.15375	0.12	0.21	-0.25	-0.41	0.05	-0.059107143
K09E2.2	K09E2.2	0.126	-0.035555556	0.36	0.13	0.08	-0.34	0.047777778	0.052603175
K09E2.3	K09E2.3	0.5	0.5	-0.01	0.15	0	0.13	0	0.181428571
rig-1	rig-1	-0.05	-0.07	0.1	0.04	-0.06	0.35	-0.4	-0.012857143
K09E3.2	K09E3.2	0.09	0.17	0.12	0.07	-0.18	-0.23	-0.04	0
K09E3.4	K09E3.4	0.45	-0.08	0.11	-0.02	0.01	-0.04	-0.15	0.04
K09E3.7	K09E3.7	-0.03	0.15	-0.27	-0.26	-0.57	-0.32	-0.27	-0.224285714
K09E4.1	K09E4.1	-0.0625	0.07	0.09	-0.15	0.02	0.09	-0.03	0.003928571
K09E4.2	K09E4.2	-0.3	-0.42	-0.39	-0.38	-0.41	-0.25	0.09	-0.294285714
K09E4.3	K09E4.3	-0.2	-0.47	-0.2	-0.38	-0.07	-0.06	-0.14	-0.217142857
K09E4.4	K09E4.4	-0.18	-0.48	-0.28	-0.01	-0.21	0.07	-0.04	-0.161428571
gur-4	gur-4	-0.124	0.03	0	-0.09	0.39	0.3	0.08	0.083714286
cpg-7	cpg-7	-0.18	-0.92	-0.18	0.07	0.56	0.41	0.07	-0.024285714
K09E9.1	K09E9.1	-0.88	-0.37	-0.15	-0.13	-0.94	-0.78	-0.77	-0.574285714
erv-46	erv-46	-0.3	-0.47	0.06	0.01	-0.17	-0.19	-0.53	-0.227142857
K09E9.3	K09E9.3	-0.17	-0.08	-0.2	-0.13	0.01	0.07	0.07	-0.061428571
K09E9.4	K09E9.4	-0.09	0.11	0.17	0.24	-0.35	-0.26	-0.1	-0.04
K09F5.1	K09F5.1	-0.11	0.229	0.01	-0.04	-0.3	-0.44	0.02	-0.090142857
vit-1	vit-1	1.88	0.31	1.26	1.57	1.24	1.18	-0.31	1.018571429
spp-14	spp-14	0.14	0.21	0.6	0.56	0.79	0.61	0.09	0.428571429
set-12	set-12	-0.06	0.21	-0.14	0.02	-0.28	0.08	0.07	-0.014285714
K09F5.6	K09F5.6	0.25	0.14	-0.07	0	-0.34	0.12	0.12	0.031428571
K09F6.10	K09F6.10	-0.146666667	-0.12	0.24	0.06	0.08	0.01	-0.44	-0.045238095
K09F6.11	K09F6.11	-0.136666667	0.36	-0.04	0.03	0.01	-0.38	-0.06	-0.030952381
K09F6.4	K09F6.4	-0.12	0.4	-0.07	-0.24	0.03	0.13	-0.2	-0.01
K09F6.5	K09F6.5	0.23	-0.08	-0.08	0.02	0.07	0.3	0.13	0.084285714
K09F6.6	K09F6.6	1.54	-0.06	-0.33	-0.23	0.54	0.63	0.46	0.364285714
K09F6.7	K09F6.7	0.154	0.26	-0.41	-0.35	1.14	1.16	0.18	0.304857143
fbxc-25	fbxc-25	0.023271805	0.010004527	0.014366823	0.010039133	-0.1	-0.24	0.22	-0.00890253
K09F6.9	K09F6.9	0.38	0.16	-0.04	-0.18	0.34	0.52	0.19	0.195714286
K09G1.1	K09G1.1	-0.03	0.13	-0.1	-0.15	-0.07	0.01	-0.03	-0.034285714
K09G1.2	K09G1.2	0.023271805	0.010004527	0.014366823	0.010039133	0.08	0.53	0.21	0.125383184
K09G1.3	K09G1.3	0.023271805	0.010004527	0.014366823	0.010039133	0.07	0.06	0.022240009	0.0299889
dop-2	dop-2	0.67	0.4	0.43	0.28	0.29	0.25	0.08	0.342857143
K09H11.1	K09H11.1	-0.14	-0.58	-0.48	-0.26	-0.13	-0.11	-0.32	-0.288571429
K09H11.11	K09H11.11	0.14	-0.05	0.14	-0.06	-0.49	-0.77	0.24	-0.121428571
K09H11.13	K09H11.13	0.55	0.23	0.2	0.43	-0.12	-0.11	0.21	0.198571429
srx-123	srx-123	-0.06	0.03	-0.22	0.38	-0.12	-0.17	-0.05	-0.03
rga-3	rga-3	0.01875	0.14	0.07	-0.03	-0.49	-0.08	0.06	-0.044464286
K09H11.4	K09H11.4	0.16	-0.1	-0.17	-0.18	-0.25	-0.33	-0.06	-0.132857143
K09H11.5	K09H11.5	0.12	-0.15	-0.23	-0.2	-0.31	-0.51	-0.21	-0.212857143
K09H11.6	K09H11.6	-0.31	0.45	-0.12	0.04	-0.24	0.05	0.16	0.004285714
K09H11.7	K09H11.7	0.27	0.49	0.81	0.82	0.48	0.65	0.49	0.572857143
srx-124	srx-124	0.023271805	0.010004527	0.014366823	0.010039133	-0.19	-0.27	-0.07	-0.067473959
K09H11.9	K09H11.9	0.09	0.11	0	-0.03	-0.14	0.03	0.15	0.03
K09H9.2	K09H9.2	-0.1075	-0.13	-0.45	-0.67	0.92	1.01	0.47	0.148928571
col-49	col-49	0.023271805	0.010004527	0.014366823	0.010039133	0.02	0.009050309	0.022240009	0.015567515
K09H9.5	K09H9.5	-0.22	-0.61	-0.01	-0.13	-0.23	-0.77	-0.67	-0.377142857
lpd-6	lpd-6	0.023271805	0.155	-0.15	-0.1	0.11	0.32	-1.55	-0.170246885
K09H9.8	K09H9.8	-0.64	-0.4	-0.41	-0.44	-0.48	-1.35	-0.5	-0.602857143
K09H9.9	K09H9.9	-0.08	0.19	-0.05	-0.05	-0.2	-0.02	0.13	-0.011428571
lin-23	lin-23	0.21	0.2	0.18	0.52	0.02	0.13	0.03	0.184285714
K10B2.2	K10B2.2	0.68	1.3	0.35	0.31	0.43	1.1	0.31	0.64
clec-88	clec-88	0.15	0.1	0.05	0.04	1.18	0.94	1.4	0.551428571
K10B2.4	K10B2.4	0.25	0.14	-0.2	-0.08	0.29	-0.27	0.24	0.052857143
ani-2	ani-2	-0.13	-0.01	-0.16	-0.18	-0.01	0.35	0.13	-0.001428571
K10B3.1	K10B3.1	0.55	0.6	-0.1	-0.21	0.01	-0.3	0.06	0.087142857
spc-1	spc-1	0.17	0.56	0.29	0.26	0.05	0.08	0.05	0.208571429
K10B3.5	K10B3.5	-0.38	-0.56	-0.3	-0.62	-0.77	-0.47	-0.92	-0.574285714
K10B3.6	K10B3.6	-0.29	-0.16	-0.2	-0.09	0.12	0.4	-0.07	-0.041428571
gpd-3	gpd-3	-0.36	-0.24	0.17	0.24	-0.85	-0.52	-0.56	-0.302857143
gpd-2	gpd-2	-0.48	-0.48	-0.59	-0.61	-1.54	-0.9	-0.63	-0.747142857
mai-1	mai-1	-0.55	-0.55	-0.37	-0.37	-0.31	-0.54	-0.49	-0.454285714
srt-54	srt-54	0.37	0.038888889	0.14	0.28	0.01	-0.08	-0.25	0.072698413
K10B4.3	K10B4.3	0.37	0.03	0.72	0.88	0.84	0.8	0.45	0.584285714
nmur-2	nmur-2	-0.186666667	-0.089	0.19875	0.2	-0.25	-0.69	-0.16	-0.139559524
srd-3	srd-3	-0.72	-0.57	-0.83	-0.89	-0.56	-1.17	-0.52	-0.751428571
cwn-1	cwn-1	0.25	-0.04	0.21	0.04	0.58	0.35	0.26	0.235714286
K10C2.1	K10C2.1	-0.23	0.16	-0.24	-0.04	-1.1	-0.61	-0.09	-0.307142857
asp-14	asp-14	0.47	0.51	0.3	0.29	-0.72	0.34	0.51	0.242857143
fah-1	fah-1	-0.23	-0.18	-0.21	-0.16	-0.39	-0.42	-0.27	-0.265714286
grl-6	grl-6	0.282857143	-0.17	0.36	0.28	-0.41	-0.071	-0.061111111	0.030106576
K10C2.6	K10C2.6	-0.06	0.07	-0.06	0.06	-0.13	-0.16	0.17	-0.015714286
K10C2.7	K10C2.7	2.67	3.42	3.89	3.66	3.56	3.18	3.42	3.4
K10C2.8	K10C2.8	-0.39	-0.37	0	-0.06	-0.27	-1.34	-0.15	-0.368571429
ensa-1	ensa-1	-0.51	-0.57	-0.46	-0.32	-0.49	0.11	-0.66	-0.414285714
zig-1	zig-1	-0.16	-0.1	-0.07	-0.08	-0.01	-0.04	0.31	-0.021428571
K10C3.4	K10C3.4	0.0025	0.227142857	-0.04	-0.25	-0.26	-0.23	0.21	-0.048622449
K10C3.5	K10C3.5	0.46	-0.55	0.36	0.81	0.64	0.33	0.29	0.334285714
nhr-49	nhr-49	-0.15	0.15	0.13	0.2	-0.49	-0.04	-0.63	-0.118571429
K10C8.1	K10C8.1	0.39	-0.43	0.01	-0.09	0.12	0.2	-0.17	0.004285714
frpr-15	frpr-15	-0.08	-0.04	0.31	0.17	-0.03	-0.07	-0.04	0.031428571
K10C8.3	K10C8.3	0.15	0.09	0.26	0.31	0.2	0.26	0	0.181428571
K10C8.4	K10C8.4	0.023271805	0.010004527	0.014366823	0.010039133	0.44	-1.32	0.43	-0.056045387
K10C9.1	K10C9.1	0.35	-0.2	0.04	0.04	0.41	-0.03	0.56	0.167142857
K10C9.3	K10C9.3	0.5	0.17	0.29	0.32	0.51	0.74	0.43	0.422857143
str-67	str-67	0.108333333	-0.09	0.31	0.14	-0.01	-0.33	0.1	0.032619048
K10C9.7	K10C9.7	0.016	0.051111111	-0.07	-0.05	0.06	1.2	-0.02	0.169587302
str-224	str-224	0.09	0.33	0.11	-0.049	-0.03	-0.3	-0.28	-0.018428571
K10C9.9	K10C9.9	-0.01	-0.15	0.06	0.09	0.24	-0.03	0.05	0.035714286
dod-17	dod-17	0.07	0.95	0.44	0.48	0.47	0.3	1.22	0.561428571
K10D11.2	K10D11.2	0.1	0.65	0.31	0.16	0.49	0.27	0.51	0.355714286
K10D11.3	K10D11.3	-0.04	1.65	0.37	0.26	0.07	0.06	0.28	0.378571429
K10D11.4	K10D11.4	0.023271805	0.010004527	0.014366823	-0.15	-0.04	0.009050309	0.022240009	-0.015866647
K10D11.5	K10D11.5	0.88	1.5	1.15	1.04	1.3	1.26	0.89	1.145714286
K10D11.6	K10D11.6	-0.79	1.48	0.19	0.06	0.13	0.19	0.23	0.212857143
K10D11.7	K10D11.7	0.258333333	0.2	-0.04	0.23	-0.02	0.05	0.12	0.114047619
K10D2.1	K10D2.1	0.09	0.21	-0.21	-0.1	0.02	-0.01	-0.04	-0.005714286
pup-2	pup-2	-0.15	-0.01	-0.17	-0.12	-0.27	-0.37	0.01	-0.154285714
cid-1	cid-1	0.4	0.35	-0.13	-0.19	-0.21	0.45	-0.37	0.042857143
emb-1	emb-1	-0.078333333	-0.23	-0.31	-0.18	0	-0.23	-0.01	-0.148333333
K10D2.5	K10D2.5	0.03	-0.04	-0.63	-0.41	0.11	-0.38	0.01	-0.187142857
emb-8	emb-8	0.26	0.24	0.25	0.53	0.04	0.33	-0.13	0.217142857
K10D2.7	K10D2.7	0.09	-0.19	0.09	0.01	-0.12	-0.65	0.08	-0.098571429
glr-3	glr-3	-0.37	0.14	0.07	-0.07	-0.14	-0.45	0.09	-0.104285714
unc-14	unc-14	0.42	0.46	0.09	0.18	0.07	-0.37	0.22	0.152857143
taf-11.2	taf-11.2	-0.07	0.14	-0.03	0.07	0.88	1.04	0.96	0.427142857
K10D3.4	K10D3.4	-0.065	-0.144	-0.36	-0.336	-0.26	-0.52	-0.39	-0.296428571
K10D3.6	K10D3.6	0.13	0.13	0.07	0.23	0.36	-0.27	0.48	0.161428571
K10D3.8	K10D3.8	0.123333333	-0.54	0.34	0.44	-0.09	-0.01	0.01	0.039047619
lgc-49	lgc-49	0.03	-0.04	0.01	0.16	0.03	-0.23	-0.06	-0.014285714
K10D6.2	K10D6.2	-0.09	-0.11	-0.24	-0.25	0.33	0.06	-0.03	-0.047142857
K10D6.3	K10D6.3	0.56	-0.33	-0.06	-0.1	0.46	0.1	0.43	0.151428571
K10D6.4	K10D6.4	0.31	0.46	0.65	0.45	0.07	0.52	0.05	0.358571429
pll-1	pll-1	-0.08	-0.14	-0.09	-0.09	-0.3	-0.26	0.07	-0.127142857
gsto-3	gsto-3	-0.24	0.61	0.01	0.04	-0.05	0.01	-0.02	0.051428571
K10F12.6	K10F12.6	0.1625	-0.19	-0.09	-0.07	-0.44	-0.36	-0.21	-0.171071429
K10F12.7	K10F12.7	0.06	0.35	0.14	0.23	-0.17	0.14	0.08	0.118571429
K10F12.8	K10F12.8	-0.084	0.13	0.01	0.07	-0.17	0.02	0.05	0.003714286
K10G4.10	K10G4.10	-0.12	0.18	0.28	0.1	0.08	-0.01	0.21	0.102857143
K10G4.13	K10G4.13	0.42	-0.165	-0.22	-0.41	0.14	0.09	-0.06	-0.029285714
K10G4.3	K10G4.3	-0.37	0.33	-0.41	-0.85	-0.33	-0.4	-0.86	-0.412857143
K10G4.4	K10G4.4	-0.34	-0.21	-0.53	-0.78	-0.74	-0.44	-0.56	-0.514285714
srw-46	srw-46	-0.24	0.004285714	-0.82	-0.29	-0.49	-0.52	-0.06	-0.345102041
srw-30	srw-30	0.54	-0.26	0.03	-0.47	0.04	0.37	0.19	0.062857143
lin-31	lin-31	-0.12	0.16	0.44	0.38	-0.03	0.01	0.07	0.13
sea-2	sea-2	0.21625	0.221	-0.01	0	-0.64	0.36	-0.135	0.00175
K10G6.4	K10G6.4	-0.037142857	0.03125	0.26	0.43	0.29	0.01	-0.21	0.110586735
K10G6.5	K10G6.5	-0.17	0.3	-0.56	-0.48	-0.3	-0.45	-0.01	-0.238571429
vglu-2	vglu-2	-0.06	-0.4	0.55	0.8	0.14	0.17	0.09	0.184285714
K10G9.2	K10G9.2	0.47	0.04	0.22	0.38	-0.28	-0.12	0.02	0.104285714
vnut-1	vnut-1	0.23	1.17	0.24	0.29	-0.13	0.1	0.04	0.277142857
K10H10.10	K10H10.10	0.051428571	-0.26	-0.25	0.05	0.08	0.22	0.2	0.013061224
K10H10.12	K10H10.12	0.33	0.01	0.21	-0.05	0.09	-0.57	0.25	0.038571429
cysl-2	cysl-2	-1.47	-1.86	-1.65	-1.84	-1.46	-0.62	-0.32	-1.317142857
dhs-8	dhs-8	-1.37125	-1.324444444	-1.48	-1.34	-0.34	-1.14	-1.74	-1.247956349
K10H10.4	K10H10.4	0.023271805	0.010004527	0.014366823	0.010039133	-0.58	0.009050309	0.022240009	-0.070146771
K10H10.5	K10H10.5	-0.706666667	-1.14	-1.57	-1.53	-0.52	-0.74	-0.88	-1.012380952
K10H10.6	K10H10.6	0.023271805	0.010004527	0.014366823	-1.3	-0.66	-1.18	0.022240009	-0.438588119
K10H10.7	K10H10.7	0.22	0.31	0.34	0.16	-0.18	0.12	0.12	0.155714286
K10H10.9	K10H10.9	0.186666667	0.35	0.02	0.29	-1.31	0.04	0.07	-0.05047619
K11B4.1	K11B4.1	-0.32	-1.19	-0.43	-0.41	-0.05	-0.32	-0.33	-0.435714286
K11B4.2	K11B4.2	-0.02	0.32	-0.21	-0.5	-0.05	-0.52	0.36	-0.088571429
K11C4.1	K11C4.1	0.3275	0.66	0.07	0.48	0.56	1.12	-0.06	0.451071429
K11C4.2	K11C4.2	0.22	0.28	0.42	0.26	0.5	0.14	0.45	0.324285714
odc-1	odc-1	0.26	0.68	0.39	0.44	0.31	0.64	0.4	0.445714286
unc-68	unc-68	0.04	0.3	-0.17	-0.14	-0.23	0.03	0.03	-0.02
K11C4.8	K11C4.8	0.29	0.04	0.28	0.29	0.14	-0.63	0.29	0.1
cwp-4	cwp-4	-0.058333333	0.06	0.21	0.14	-0.12	0.08	0.02	0.047380952
mlk-1	mlk-1	0.21	0.26	-0.57	-0.54	-0.31	0.08	-0.02	-0.127142857
K11D12.11	K11D12.11	0.6	-0.03	0.39	0.32	0.43	0.23	0.35	0.327142857
K11D12.12	K11D12.12	-0.259	-0.48	-0.1	-0.24	0.28	-0.1	-0.14	-0.148428571
K11D12.13	K11D12.13	2.11	1.63	1.2	1.25	2.35	2.21	2.5	1.892857143
pqn-51	pqn-51	-0.03	-0.04	-0.2	-0.15	-0.13	0.07	-0.09	-0.081428571
srr-4	srr-4	0.76	0.77	1	0.89	1.18	0.79	0.35	0.82
cpt-4	cpt-4	0.86	0.19	0.94	1.26	2.09	2.3	1.93	1.367142857
swt-7	swt-7	-0.27	0.5	-0.18	-0.22	-0.03	-0.91	0.13	-0.14
K11D12.6	K11D12.6	1.948333333	2.19	1.77	1.51	2.76	2.92	2.25	2.192619048
K11D12.7	K11D12.7	0.71	0.52	0.49	0.18	0.88	0.73	0.87	0.625714286
K11D12.8	K11D12.8	0.38	0.05	0.33	0.4	0.28	-0.11	0.32	0.235714286
K11D12.9	K11D12.9	-0.09	-0.34	-0.2	-0.24	0.01	0.09	-0.15	-0.131428571
K11D2.1	K11D2.1	-0.17	0.13	-0.56	-0.25	-0.01	-0.38	-0.03	-0.181428571
asah-1	asah-1	-0.12	-0.77	-0.68	-0.45	-0.81	-0.52	-0.53	-0.554285714
unc-101	unc-101	0.21	0.11	0.05	0.01	0.14	-0.08	0.14	0.082857143
K11D2.4	K11D2.4	-0.11	-0.2	0.04	0.02	-1.79	-0.28	-0.26	-0.368571429
K11D2.5	K11D2.5	-0.167142857	-0.061111111	-0.17	0.05	-0.19	-0.03	-0.41	-0.139750567
klp-7	klp-7	0.15	0.24	0.16	0.31	-0.38	0.05	-0.08	0.064285714
sca-1	sca-1	0.08	-0.16	0.01	0.05	-0.66	0.12	-0.19	-0.107142857
K11D9.3	K11D9.3	-0.2	-0.35	-0.16	-0.16	0.02	-0.03	-0.4	-0.182857143
K11E4.1	K11E4.1	0.48	0.29	0.56	0.61	0.11	0.02	0.3	0.338571429
K11E4.2	K11E4.2	0.25	-0.02	-0.4	-0.36	0.2	-0.23	0.1	-0.065714286
poml-1	poml-1	-0.07	0.12	0.02	0.04	-0.16	-0.05	0.17	0.01
pix-1	pix-1	0.14	-0.04	0.38	0.21	-0.01	-0.02	0.14	0.114285714
nhr-71	nhr-71	0.15	0.77	-0.21	-0.21	-0.49	0.2	-0.52	-0.044285714
unc-43	unc-43	-0.11	0.16	-0.06	-0.01	-0.27	-0.18	-0.47	-0.134285714
nas-11	nas-11	0.15	-0.02	0.24	0.14	1.2	1.11	0.56	0.482857143
acr-2	acr-2	0.188571429	0.43	0.02	0.2	0.19	-0.21	0.17	0.14122449
smf-2	smf-2	0.023271805	0.010004527	0.014366823	0.010039133	0.48	-0.13	0.15	0.079668898
smf-1	smf-1	0.272222222	0.47	0.4	0.23	0.45	0.43	0.18	0.347460317
K11G12.5	K11G12.5	-0.12	-0.55	-0.02	0	-0.24	0.18	-0.5	-0.178571429
K11G12.6	K11G12.6	-0.19	0.21	-0.2	-0.25	-0.29	-0.17	-0.15	-0.148571429
acr-3	acr-3	0.08	0.19	0.7	0.45	0.85	0.82	-0.02	0.438571429
K11G9.1	K11G9.1	0.17	-0.19	-0.12	-0.01	0.22	0.24	-0.26	0.007142857
K11G9.2	K11G9.2	-0.23	-0.5	-0.31	-0.31	-0.26	-0.31	-0.15	-0.295714286
K11G9.3	K11G9.3	0.023271805	0.010004527	0.13	0.31	0.039373646	0.009050309	0.63	0.164528612
egl-46	egl-46	0.091428571	0.2	0.14	0.02	-0.2	-0.11	-0.24	-0.014081633
K11G9.5	K11G9.5	0.66	0	0.94	1.05	0.2	0	0.2	0.435714286
mtl-1	mtl-1	-2.85	-1.76	-1.9	-2	-1.77	-2.17	-1.94	-2.055714286
K11H12.1	K11H12.1	0.1	-0.17	-0.08	-0.24	0.01	-0.43	0	-0.115714286
K11H12.10	K11H12.10	-0.06	0.03	0.11	0.1	-0.06	0.25	0.14	0.072857143
K11H12.11	K11H12.11	-0.74	-1.26	-1.23	-1.27	-0.93	-1.02	-1.32	-1.11
rpl-15	rpl-15	-0.29	0.19	0.34	0.07	0.44	-0.16	-0.19	0.057142857
K11H12.3	K11H12.3	-0.296666667	0.05	-0.47	-0.45	0.14	0.21	-0.26	-0.153809524
K11H12.4	K11H12.4	-1.18	0.56	-0.38	-0.59	-0.03	-0.11	-0.01	-0.248571429
K11H12.5	K11H12.5	-0.0125	-0.3	-0.33	-0.55	-0.03	-0.4	-0.34	-0.280357143
K11H12.6	K11H12.6	0.44	0.71	0.57	0.4	0.83	1.17	0.15	0.61
K11H12.7	K11H12.7	0.66	0.34	0.15	0.17	0.05	-0.02	0.05	0.2
K11H12.8	K11H12.8	-0.37	0.21	-0.37	-0.33	-0.59	0	-0.56	-0.287142857
gpdh-2	gpdh-2	0.2	0.06	0.16	0.11	0.44	0.34	0.35	0.237142857
K11H3.2	K11H3.2	0.14	0.07	0	0.03	-0.04	-0.21	0.16	0.021428571
K11H3.3	K11H3.3	-0.1	-0.22	-0.3	-0.46	-0.94	-0.81	-0.66	-0.498571429
K11H3.5	K11H3.5	0.73	0.14	0.03	0.06	1.2	0.61	0.7	0.495714286
mrpl-36	mrpl-36	-0.37	-0.31	-1.08	-0.71	0.24	-0.65	0.39	-0.355714286
twk-48	twk-48	-0.01	-0.28	0.02	-0.01	-0.01	-0.45	0.05	-0.098571429
K11H3.8	K11H3.8	0.29	0.21	0.17	0	-0.19	0.08	0	0.08
sago-1	sago-1	-0.54	0.51	-0.28	0.06	-0.26	0.28	-0.34	-0.081428571
K12B6.2	K12B6.2	0.023271805	0.010004527	0.014366823	0.010039133	0.05	0.01	0.19	0.043954613
fil-2	fil-2	-0.85375	-0.61	-1.1	-1.17	-0.24	-1.1	-1.11	-0.883392857
K12B6.4	K12B6.4	-0.19	0.49	0.031111111	0.00125	-0.02	-0.51	0.04	-0.022519841
srn-1	srn-1	0.7475	0.506	0.75	0.91	1.25	0.69	0.54	0.7705
K12B6.8	K12B6.8	-0.14	0.11	0.4	0.42	-0.21	0.17	-0.16	0.084285714
K12B6.9	K12B6.9	0.18	0.4	0.18	0.38	0.52	-0.08	0.84	0.345714286
K12C11.1	K12C11.1	-0.01	-0.15	-0.29	-0.16	-0.4	0	-0.32	-0.19
smo-1	smo-1	0.07	0.04	-0.38	-0.3	-0.2	0.06	-0.17	-0.125714286
K12C11.3	K12C11.3	-0.65	-0.4	-0.38	-0.31	-0.15	-0.69	-0.16	-0.391428571
dapk-1	dapk-1	0.023271805	0.010004527	0.014366823	0.010039133	0.53	0.01	0.14	0.105383184
K12C11.5	K12C11.5	-0.08125	0.02	-0.16	-0.06	-0.16	0.27	0.21	0.005535714
K12C11.6	K12C11.6	-0.66	0.59	0.21	0.46	-0.17	-0.34	-0.47	-0.054285714
K12C11.7	K12C11.7	-0.47	-0.11	-0.29	-0.39	-0.1	-0.16	-0.19	-0.244285714
top-2	top-2	0.48	-0.24	-0.41	-0.17	-0.19	0.39	-0.49	-0.09
npp-3	npp-3	0.12	-0.06	-0.14	-0.07	-0.22	-0.04	-0.05	-0.065714286
col-84	col-84	0.09	0.33	-0.35	-0.13	-0.1	-0.13	0.58	0.041428571
K12D12.4	K12D12.4	0.32	-0.46	0.03	-0.1	0.23	-0.17	0.07	-0.011428571
K12D12.5	K12D12.5	-0.228	0.34	-0.054444444	-0.068888889	0.05	0.57	0.16	0.109809524
K12D9.1	K12D9.1	-0.188333333	0.025714286	-0.23	-0.17	-1.53	-1.94	0.49	-0.506088435
srw-136	srw-136	0.023271805	0.010004527	0.014366823	0.010039133	-0.43	0.07	-0.21	-0.073188245
srw-135	srw-135	0.24	-0.21	-0.61	-0.31	-0.28	-0.61	0.04	-0.248571429
srw-131	srw-131	0.023271805	0.010004527	0.014366823	0.010039133	0.81	0.009050309	0.022240009	0.128424658
irld-12	irld-12	-0.59	0.21	-0.1	-0.02	-0.11	-0.13	0.32	-0.06
srh-84	srh-84	-0.1	0.38	-0.07	-0.09	-0.01	-0.41	-0.09	-0.055714286
srw-121	srw-121	-0.104285714	0.10875	0.19	0.112222222	-0.07	-0.16	0.02	0.013812358
srw-115	srw-115	0.023271805	0.010004527	0.014366823	0.010039133	-0.06	-0.3	0.3	-0.000331102
srw-125	srw-125	-0.3875	0.44	-0.009	0.0075	0.01	-0.41	-0.05	-0.057
srw-119	srw-119	0.023271805	0.010004527	-0.12	0.2	-0.51	0.009050309	0.022240009	-0.052204764
srw-114	srw-114	-0.21	-0.38	-0.32	-0.11	-0.11	-0.19	-0.16	-0.211428571
myo-3	myo-3	-0.2	0.07	-0.29	-0.14	-0.97	-0.49	-0.92	-0.42
vab-8	vab-8	-0.29	-0.25	-0.25	-0.49	-0.08	-0.01	-0.19	-0.222857143
sulp-4	sulp-4	0.24	0.21	0.15	0.12	0.26	-0.15	-0.03	0.114285714
